

============================== EXP at 2025-05-23 09:55:40 ==============================
dev | avg_loss: 2.7998046875 | {'exact_match': 1.8, 'rougeL': 20.4254}
train | epoch   0 | Iter:      4/   712 | global iter:      4/   712 | loss: 3.7388 | ds_loss: 4.0782 | lr: 9.9992e-05 | scale:  2048.0000 | micro time: 0.344 | step time: 0.390
train | epoch   6 | Iter:    564/   712 | global iter:    564/   712 | loss: 2.6985 | ds_loss: 2.9482 | lr: 1.0377e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    568/   712 | global iter:    568/   712 | loss: 2.5318 | ds_loss: 2.7681 | lr: 9.8479e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   6 | Iter:    572/   712 | global iter:    572/   712 | loss: 2.6808 | ds_loss: 2.9301 | lr: 9.3310e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    576/   712 | global iter:    576/   712 | loss: 2.5669 | ds_loss: 2.8047 | lr: 8.8267e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    580/   712 | global iter:    580/   712 | loss: 2.4472 | ds_loss: 2.6775 | lr: 8.3353e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    584/   712 | global iter:    584/   712 | loss: 2.5526 | ds_loss: 2.7904 | lr: 7.8569e-06 | scale:  2048.0000 | micro time: 0.351 | step time: 0.349
train | epoch   6 | Iter:    588/   712 | global iter:    588/   712 | loss: 2.5407 | ds_loss: 2.7779 | lr: 7.3917e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    592/   712 | global iter:    592/   712 | loss: 2.4973 | ds_loss: 2.7300 | lr: 6.9397e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   6 | Iter:    596/   712 | global iter:    596/   712 | loss: 2.4753 | ds_loss: 2.7075 | lr: 6.5012e-06 | scale:  2048.0000 | micro time: 0.356 | step time: 0.351
train | epoch   6 | Iter:    600/   712 | global iter:    600/   712 | loss: 2.6329 | ds_loss: 2.8768 | lr: 6.0762e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   6 | Iter:    604/   712 | global iter:    604/   712 | loss: 2.5332 | ds_loss: 2.7699 | lr: 5.6649e-06 | scale:  2048.0000 | micro time: 0.353 | step time: 0.350
train | epoch   6 | Iter:    608/   712 | global iter:    608/   712 | loss: 2.5495 | ds_loss: 2.7863 | lr: 5.2675e-06 | scale:  2048.0000 | micro time: 0.354 | step time: 0.351
train | epoch   6 | Iter:    612/   712 | global iter:    612/   712 | loss: 2.6440 | ds_loss: 2.8876 | lr: 4.8840e-06 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   6 | Iter:    616/   712 | global iter:    616/   712 | loss: 2.6269 | ds_loss: 2.8702 | lr: 4.5145e-06 | scale:  2048.0000 | micro time: 0.355 | step time: 0.351
train | epoch   6 | Iter:    620/   712 | global iter:    620/   712 | loss: 2.5902 | ds_loss: 2.8321 | lr: 4.1593e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
dev | avg_loss: 3.0986328125 | {'exact_match': 3.2, 'rougeL': 24.4498}
train | epoch   6 | Iter:    624/   712 | global iter:    624/   712 | loss: 2.5204 | ds_loss: 2.7551 | lr: 3.8183e-06 | scale:  2048.0000 | micro time: 0.344 | step time: 0.348
train | epoch   6 | Iter:    628/   712 | global iter:    628/   712 | loss: 2.6223 | ds_loss: 2.8649 | lr: 3.4918e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   7 | Iter:    632/   712 | global iter:    632/   712 | loss: 2.5916 | ds_loss: 2.8346 | lr: 3.1797e-06 | scale:  2048.0000 | micro time: 0.347 | step time: 0.293
train | epoch   7 | Iter:    636/   712 | global iter:    636/   712 | loss: 2.7733 | ds_loss: 3.0306 | lr: 2.8823e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.351
train | epoch   7 | Iter:    640/   712 | global iter:    640/   712 | loss: 2.4239 | ds_loss: 2.6534 | lr: 2.5995e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    644/   712 | global iter:    644/   712 | loss: 2.4957 | ds_loss: 2.7297 | lr: 2.3315e-06 | scale:  2048.0000 | micro time: 0.347 | step time: 0.349
train | epoch   7 | Iter:    648/   712 | global iter:    648/   712 | loss: 2.6405 | ds_loss: 2.8861 | lr: 2.0784e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   7 | Iter:    652/   712 | global iter:    652/   712 | loss: 2.3685 | ds_loss: 2.5895 | lr: 1.8402e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   7 | Iter:    656/   712 | global iter:    656/   712 | loss: 2.6272 | ds_loss: 2.8705 | lr: 1.6171e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   7 | Iter:    660/   712 | global iter:    660/   712 | loss: 2.5973 | ds_loss: 2.8406 | lr: 1.4090e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   7 | Iter:    664/   712 | global iter:    664/   712 | loss: 2.5011 | ds_loss: 2.7337 | lr: 1.2161e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   7 | Iter:    668/   712 | global iter:    668/   712 | loss: 2.5636 | ds_loss: 2.8016 | lr: 1.0384e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   7 | Iter:    672/   712 | global iter:    672/   712 | loss: 2.6470 | ds_loss: 2.8928 | lr: 8.7596e-07 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   7 | Iter:    676/   712 | global iter:    676/   712 | loss: 2.3743 | ds_loss: 2.5987 | lr: 7.2884e-07 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    680/   712 | global iter:    680/   712 | loss: 2.3546 | ds_loss: 2.5745 | lr: 5.9708e-07 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   7 | Iter:    684/   712 | global iter:    684/   712 | loss: 2.4672 | ds_loss: 2.6961 | lr: 4.8072e-07 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   7 | Iter:    688/   712 | global iter:    688/   712 | loss: 2.4813 | ds_loss: 2.7160 | lr: 3.7981e-07 | scale:  2048.0000 | micro time: 0.347 | step time: 0.349
train | epoch   7 | Iter:    692/   712 | global iter:    692/   712 | loss: 2.6110 | ds_loss: 2.8540 | lr: 2.9437e-07 | scale:  2048.0000 | micro time: 0.348 | step time: 0.351
train | epoch   7 | Iter:    696/   712 | global iter:    696/   712 | loss: 2.7780 | ds_loss: 3.0357 | lr: 2.2442e-07 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    700/   712 | global iter:    700/   712 | loss: 2.6228 | ds_loss: 2.8687 | lr: 1.7000e-07 | scale:  2048.0000 | micro time: 0.348 | step time: 0.350
train | epoch   7 | Iter:    704/   712 | global iter:    704/   712 | loss: 2.5735 | ds_loss: 2.8129 | lr: 1.3112e-07 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    708/   712 | global iter:    708/   712 | loss: 2.5718 | ds_loss: 2.8106 | lr: 1.0778e-07 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   7 | Iter:    712/   712 | global iter:    712/   712 | loss: 2.6510 | ds_loss: 2.8980 | lr: 1.0000e-07 | scale:  2048.0000 | micro time: 0.347 | step time: 0.349
dev | avg_loss: 3.107421875 | {'exact_match': 3.6, 'rougeL': 25.2768}
