

============================== EXP at 2025-05-23 10:00:57 ==============================
dev | avg_loss: 3.107421875 | {'exact_match': 2.8, 'rougeL': 24.3689}
train | epoch   0 | Iter:      4/  1064 | global iter:      4/  1064 | loss: 6.5668 | ds_loss: 7.0104 | lr: 9.9997e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.394
train | epoch   4 | Iter:    556/  1064 | global iter:    556/  1064 | loss: 5.3989 | ds_loss: 5.7709 | lr: 4.6513e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.349
train | epoch   4 | Iter:    560/  1064 | global iter:    560/  1064 | loss: 5.5070 | ds_loss: 5.8885 | lr: 4.5925e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    564/  1064 | global iter:    564/  1064 | loss: 5.4036 | ds_loss: 5.7786 | lr: 4.5338e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   4 | Iter:    568/  1064 | global iter:    568/  1064 | loss: 5.2352 | ds_loss: 5.5978 | lr: 4.4751e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   4 | Iter:    572/  1064 | global iter:    572/  1064 | loss: 5.7312 | ds_loss: 6.1274 | lr: 4.4164e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    576/  1064 | global iter:    576/  1064 | loss: 5.7156 | ds_loss: 6.1115 | lr: 4.3579e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   4 | Iter:    580/  1064 | global iter:    580/  1064 | loss: 5.5664 | ds_loss: 5.9537 | lr: 4.2994e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.348
train | epoch   4 | Iter:    584/  1064 | global iter:    584/  1064 | loss: 5.8043 | ds_loss: 6.2041 | lr: 4.2411e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   4 | Iter:    588/  1064 | global iter:    588/  1064 | loss: 5.5296 | ds_loss: 5.9144 | lr: 4.1829e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    592/  1064 | global iter:    592/  1064 | loss: 5.8421 | ds_loss: 6.2472 | lr: 4.1247e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    596/  1064 | global iter:    596/  1064 | loss: 5.4793 | ds_loss: 5.8595 | lr: 4.0667e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    600/  1064 | global iter:    600/  1064 | loss: 5.2834 | ds_loss: 5.6490 | lr: 4.0088e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    604/  1064 | global iter:    604/  1064 | loss: 5.4268 | ds_loss: 5.8027 | lr: 3.9511e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    608/  1064 | global iter:    608/  1064 | loss: 5.6008 | ds_loss: 5.9846 | lr: 3.8935e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    612/  1064 | global iter:    612/  1064 | loss: 5.3296 | ds_loss: 5.6981 | lr: 3.8361e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.351
train | epoch   4 | Iter:    616/  1064 | global iter:    616/  1064 | loss: 5.9591 | ds_loss: 6.3759 | lr: 3.7788e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    620/  1064 | global iter:    620/  1064 | loss: 5.4611 | ds_loss: 5.8367 | lr: 3.7217e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    624/  1064 | global iter:    624/  1064 | loss: 5.0975 | ds_loss: 5.4539 | lr: 3.6648e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    628/  1064 | global iter:    628/  1064 | loss: 5.2818 | ds_loss: 5.6490 | lr: 3.6080e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    632/  1064 | global iter:    632/  1064 | loss: 5.6772 | ds_loss: 6.0663 | lr: 3.5515e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    636/  1064 | global iter:    636/  1064 | loss: 5.6926 | ds_loss: 6.0873 | lr: 3.4952e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    640/  1064 | global iter:    640/  1064 | loss: 5.9552 | ds_loss: 6.3682 | lr: 3.4390e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   4 | Iter:    644/  1064 | global iter:    644/  1064 | loss: 5.4272 | ds_loss: 5.7985 | lr: 3.3831e-05 | scale:  2048.0000 | micro time: 0.352 | step time: 0.351
train | epoch   4 | Iter:    648/  1064 | global iter:    648/  1064 | loss: 5.4357 | ds_loss: 5.8112 | lr: 3.3274e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   4 | Iter:    652/  1064 | global iter:    652/  1064 | loss: 5.7618 | ds_loss: 6.1625 | lr: 3.2720e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.351
train | epoch   4 | Iter:    656/  1064 | global iter:    656/  1064 | loss: 5.3562 | ds_loss: 5.7296 | lr: 3.2168e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   4 | Iter:    660/  1064 | global iter:    660/  1064 | loss: 5.4265 | ds_loss: 5.8015 | lr: 3.1618e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   4 | Iter:    664/  1064 | global iter:    664/  1064 | loss: 5.4044 | ds_loss: 5.7795 | lr: 3.1071e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
dev | avg_loss: 3.5146484375 | {'exact_match': 3.0, 'rougeL': 26.7118}
train | epoch   4 | Iter:    668/  1064 | global iter:    668/  1064 | loss: 5.4348 | ds_loss: 5.8140 | lr: 3.0527e-05 | scale:  2048.0000 | micro time: 0.352 | step time: 0.349
train | epoch   5 | Iter:    672/  1064 | global iter:    672/  1064 | loss: 5.4701 | ds_loss: 5.8481 | lr: 2.9985e-05 | scale:  2048.0000 | micro time: 0.345 | step time: 0.353
train | epoch   5 | Iter:    676/  1064 | global iter:    676/  1064 | loss: 5.2060 | ds_loss: 5.5694 | lr: 2.9446e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   5 | Iter:    680/  1064 | global iter:    680/  1064 | loss: 5.5162 | ds_loss: 5.9014 | lr: 2.8911e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    684/  1064 | global iter:    684/  1064 | loss: 5.5271 | ds_loss: 5.9121 | lr: 2.8378e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   5 | Iter:    688/  1064 | global iter:    688/  1064 | loss: 5.3610 | ds_loss: 5.7369 | lr: 2.7848e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.348
train | epoch   5 | Iter:    692/  1064 | global iter:    692/  1064 | loss: 5.2295 | ds_loss: 5.5992 | lr: 2.7321e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   5 | Iter:    696/  1064 | global iter:    696/  1064 | loss: 4.8470 | ds_loss: 5.1835 | lr: 2.6797e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    700/  1064 | global iter:    700/  1064 | loss: 5.4147 | ds_loss: 5.7918 | lr: 2.6276e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   5 | Iter:    704/  1064 | global iter:    704/  1064 | loss: 5.3047 | ds_loss: 5.6740 | lr: 2.5759e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   5 | Iter:    708/  1064 | global iter:    708/  1064 | loss: 5.4133 | ds_loss: 5.7919 | lr: 2.5245e-05 | scale:  2048.0000 | micro time: 0.351 | step time: 0.349
train | epoch   5 | Iter:    712/  1064 | global iter:    712/  1064 | loss: 5.2992 | ds_loss: 5.6696 | lr: 2.4735e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    716/  1064 | global iter:    716/  1064 | loss: 5.1122 | ds_loss: 5.4701 | lr: 2.4228e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   5 | Iter:    720/  1064 | global iter:    720/  1064 | loss: 5.5859 | ds_loss: 5.9735 | lr: 2.3725e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.350
train | epoch   5 | Iter:    724/  1064 | global iter:    724/  1064 | loss: 5.3258 | ds_loss: 5.6969 | lr: 2.3226e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    728/  1064 | global iter:    728/  1064 | loss: 5.5989 | ds_loss: 5.9930 | lr: 2.2730e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.349
train | epoch   5 | Iter:    732/  1064 | global iter:    732/  1064 | loss: 5.5507 | ds_loss: 5.9387 | lr: 2.2238e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    736/  1064 | global iter:    736/  1064 | loss: 5.2696 | ds_loss: 5.6445 | lr: 2.1750e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    740/  1064 | global iter:    740/  1064 | loss: 5.3200 | ds_loss: 5.6916 | lr: 2.1266e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    744/  1064 | global iter:    744/  1064 | loss: 5.0745 | ds_loss: 5.4308 | lr: 2.0786e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   5 | Iter:    748/  1064 | global iter:    748/  1064 | loss: 5.2397 | ds_loss: 5.6052 | lr: 2.0310e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   5 | Iter:    752/  1064 | global iter:    752/  1064 | loss: 5.3437 | ds_loss: 5.7158 | lr: 1.9838e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    756/  1064 | global iter:    756/  1064 | loss: 5.4654 | ds_loss: 5.8465 | lr: 1.9370e-05 | scale:  2048.0000 | micro time: 0.353 | step time: 0.350
train | epoch   5 | Iter:    760/  1064 | global iter:    760/  1064 | loss: 5.6333 | ds_loss: 6.0262 | lr: 1.8907e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   5 | Iter:    764/  1064 | global iter:    764/  1064 | loss: 5.2942 | ds_loss: 5.6638 | lr: 1.8448e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    768/  1064 | global iter:    768/  1064 | loss: 5.5035 | ds_loss: 5.8881 | lr: 1.7993e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    772/  1064 | global iter:    772/  1064 | loss: 5.7033 | ds_loss: 6.0983 | lr: 1.7543e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    776/  1064 | global iter:    776/  1064 | loss: 5.2767 | ds_loss: 5.6393 | lr: 1.7097e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    780/  1064 | global iter:    780/  1064 | loss: 5.2003 | ds_loss: 5.5601 | lr: 1.6656e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   5 | Iter:    784/  1064 | global iter:    784/  1064 | loss: 5.5584 | ds_loss: 5.9426 | lr: 1.6220e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    788/  1064 | global iter:    788/  1064 | loss: 5.6871 | ds_loss: 6.0804 | lr: 1.5788e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   5 | Iter:    792/  1064 | global iter:    792/  1064 | loss: 5.2513 | ds_loss: 5.6191 | lr: 1.5361e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   5 | Iter:    796/  1064 | global iter:    796/  1064 | loss: 5.4961 | ds_loss: 5.8762 | lr: 1.4939e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
dev | avg_loss: 3.52734375 | {'exact_match': 3.2, 'rougeL': 26.2427}
train | epoch   5 | Iter:    800/  1064 | global iter:    800/  1064 | loss: 5.1598 | ds_loss: 5.5234 | lr: 1.4522e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.347
train | epoch   5 | Iter:    804/  1064 | global iter:    804/  1064 | loss: 5.3841 | ds_loss: 5.7561 | lr: 1.4110e-05 | scale:  2048.0000 | micro time: 0.328 | step time: 0.343
train | epoch   6 | Iter:    808/  1064 | global iter:    808/  1064 | loss: 5.1182 | ds_loss: 5.4781 | lr: 1.3703e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.351
train | epoch   6 | Iter:    812/  1064 | global iter:    812/  1064 | loss: 5.2586 | ds_loss: 5.6263 | lr: 1.3301e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    816/  1064 | global iter:    816/  1064 | loss: 5.0848 | ds_loss: 5.4400 | lr: 1.2904e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   6 | Iter:    820/  1064 | global iter:    820/  1064 | loss: 5.6515 | ds_loss: 6.0437 | lr: 1.2512e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   6 | Iter:    824/  1064 | global iter:    824/  1064 | loss: 5.1969 | ds_loss: 5.5594 | lr: 1.2125e-05 | scale:  2048.0000 | micro time: 0.352 | step time: 0.351
train | epoch   6 | Iter:    828/  1064 | global iter:    828/  1064 | loss: 4.9948 | ds_loss: 5.3432 | lr: 1.1744e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    832/  1064 | global iter:    832/  1064 | loss: 5.4363 | ds_loss: 5.8132 | lr: 1.1368e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   6 | Iter:    836/  1064 | global iter:    836/  1064 | loss: 5.2293 | ds_loss: 5.5943 | lr: 1.0998e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.348
train | epoch   6 | Iter:    840/  1064 | global iter:    840/  1064 | loss: 5.4363 | ds_loss: 5.8119 | lr: 1.0632e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   6 | Iter:    844/  1064 | global iter:    844/  1064 | loss: 5.1620 | ds_loss: 5.5274 | lr: 1.0273e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   6 | Iter:    848/  1064 | global iter:    848/  1064 | loss: 5.4445 | ds_loss: 5.8277 | lr: 9.9188e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    852/  1064 | global iter:    852/  1064 | loss: 4.9277 | ds_loss: 5.2717 | lr: 9.5704e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    856/  1064 | global iter:    856/  1064 | loss: 5.4541 | ds_loss: 5.8384 | lr: 9.2276e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   6 | Iter:    860/  1064 | global iter:    860/  1064 | loss: 5.2392 | ds_loss: 5.6069 | lr: 8.8905e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    864/  1064 | global iter:    864/  1064 | loss: 4.9406 | ds_loss: 5.2892 | lr: 8.5591e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    868/  1064 | global iter:    868/  1064 | loss: 5.2879 | ds_loss: 5.6572 | lr: 8.2335e-06 | scale:  2048.0000 | micro time: 0.347 | step time: 0.348
train | epoch   6 | Iter:    872/  1064 | global iter:    872/  1064 | loss: 5.3271 | ds_loss: 5.7011 | lr: 7.9138e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   6 | Iter:    876/  1064 | global iter:    876/  1064 | loss: 5.1287 | ds_loss: 5.4901 | lr: 7.5999e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    880/  1064 | global iter:    880/  1064 | loss: 5.4667 | ds_loss: 5.8498 | lr: 7.2920e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    884/  1064 | global iter:    884/  1064 | loss: 5.6177 | ds_loss: 6.0067 | lr: 6.9900e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    888/  1064 | global iter:    888/  1064 | loss: 5.6098 | ds_loss: 6.0031 | lr: 6.6940e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   6 | Iter:    892/  1064 | global iter:    892/  1064 | loss: 5.2442 | ds_loss: 5.6109 | lr: 6.4041e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    896/  1064 | global iter:    896/  1064 | loss: 5.2190 | ds_loss: 5.5843 | lr: 6.1203e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    900/  1064 | global iter:    900/  1064 | loss: 5.6048 | ds_loss: 5.9967 | lr: 5.8426e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    904/  1064 | global iter:    904/  1064 | loss: 5.5809 | ds_loss: 5.9754 | lr: 5.5710e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    908/  1064 | global iter:    908/  1064 | loss: 5.0271 | ds_loss: 5.3846 | lr: 5.3057e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    912/  1064 | global iter:    912/  1064 | loss: 5.4489 | ds_loss: 5.8264 | lr: 5.0466e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    916/  1064 | global iter:    916/  1064 | loss: 5.2234 | ds_loss: 5.5938 | lr: 4.7938e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   6 | Iter:    920/  1064 | global iter:    920/  1064 | loss: 5.2857 | ds_loss: 5.6561 | lr: 4.5473e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   6 | Iter:    924/  1064 | global iter:    924/  1064 | loss: 5.0494 | ds_loss: 5.4010 | lr: 4.3071e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   6 | Iter:    928/  1064 | global iter:    928/  1064 | loss: 5.4156 | ds_loss: 5.7920 | lr: 4.0733e-06 | scale:  2048.0000 | micro time: 0.354 | step time: 0.351
dev | avg_loss: 3.5673828125 | {'exact_match': 3.6, 'rougeL': 25.1217}
train | epoch   6 | Iter:    932/  1064 | global iter:    932/  1064 | loss: 5.6073 | ds_loss: 5.9955 | lr: 3.8460e-06 | scale:  2048.0000 | micro time: 0.345 | step time: 0.348
train | epoch   6 | Iter:    936/  1064 | global iter:    936/  1064 | loss: 5.0479 | ds_loss: 5.3991 | lr: 3.6251e-06 | scale:  2048.0000 | micro time: 0.347 | step time: 0.348
train | epoch   7 | Iter:    940/  1064 | global iter:    940/  1064 | loss: 5.5609 | ds_loss: 5.9530 | lr: 3.4106e-06 | scale:  2048.0000 | micro time: 0.345 | step time: 0.344
train | epoch   7 | Iter:    944/  1064 | global iter:    944/  1064 | loss: 5.1865 | ds_loss: 5.5474 | lr: 3.2027e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   7 | Iter:    948/  1064 | global iter:    948/  1064 | loss: 5.3004 | ds_loss: 5.6741 | lr: 3.0013e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    952/  1064 | global iter:    952/  1064 | loss: 5.6591 | ds_loss: 6.0553 | lr: 2.8064e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    956/  1064 | global iter:    956/  1064 | loss: 5.6048 | ds_loss: 5.9942 | lr: 2.6182e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.350
train | epoch   7 | Iter:    960/  1064 | global iter:    960/  1064 | loss: 5.0799 | ds_loss: 5.4401 | lr: 2.4365e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   7 | Iter:    964/  1064 | global iter:    964/  1064 | loss: 5.2551 | ds_loss: 5.6210 | lr: 2.2615e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   7 | Iter:    968/  1064 | global iter:    968/  1064 | loss: 5.3520 | ds_loss: 5.7275 | lr: 2.0932e-06 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   7 | Iter:    972/  1064 | global iter:    972/  1064 | loss: 5.2288 | ds_loss: 5.5950 | lr: 1.9316e-06 | scale:  2048.0000 | micro time: 0.346 | step time: 0.350
train | epoch   7 | Iter:    976/  1064 | global iter:    976/  1064 | loss: 4.9324 | ds_loss: 5.2825 | lr: 1.7767e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   7 | Iter:    980/  1064 | global iter:    980/  1064 | loss: 5.1959 | ds_loss: 5.5599 | lr: 1.6285e-06 | scale:  2048.0000 | micro time: 0.352 | step time: 0.350
train | epoch   7 | Iter:    984/  1064 | global iter:    984/  1064 | loss: 5.3208 | ds_loss: 5.6933 | lr: 1.4870e-06 | scale:  2048.0000 | micro time: 0.354 | step time: 0.351
train | epoch   7 | Iter:    988/  1064 | global iter:    988/  1064 | loss: 5.3810 | ds_loss: 5.7581 | lr: 1.3524e-06 | scale:  2048.0000 | micro time: 0.349 | step time: 0.351
train | epoch   7 | Iter:    992/  1064 | global iter:    992/  1064 | loss: 5.4686 | ds_loss: 5.8495 | lr: 1.2245e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.351
train | epoch   7 | Iter:    996/  1064 | global iter:    996/  1064 | loss: 4.9309 | ds_loss: 5.2758 | lr: 1.1034e-06 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   7 | Iter:   1000/  1064 | global iter:   1000/  1064 | loss: 5.4032 | ds_loss: 5.7761 | lr: 9.8918e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.351
train | epoch   7 | Iter:   1004/  1064 | global iter:   1004/  1064 | loss: 5.2821 | ds_loss: 5.6554 | lr: 8.8179e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   7 | Iter:   1008/  1064 | global iter:   1008/  1064 | loss: 4.9299 | ds_loss: 5.2785 | lr: 7.8125e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.351
train | epoch   7 | Iter:   1012/  1064 | global iter:   1012/  1064 | loss: 5.5625 | ds_loss: 5.9512 | lr: 6.8759e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.351
train | epoch   7 | Iter:   1016/  1064 | global iter:   1016/  1064 | loss: 5.2420 | ds_loss: 5.6103 | lr: 6.0082e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.351
train | epoch   7 | Iter:   1020/  1064 | global iter:   1020/  1064 | loss: 5.2982 | ds_loss: 5.6714 | lr: 5.2094e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.352
train | epoch   7 | Iter:   1024/  1064 | global iter:   1024/  1064 | loss: 5.5853 | ds_loss: 5.9698 | lr: 4.4797e-07 | scale:  2048.0000 | micro time: 0.352 | step time: 0.350
train | epoch   7 | Iter:   1028/  1064 | global iter:   1028/  1064 | loss: 5.2089 | ds_loss: 5.5732 | lr: 3.8191e-07 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   7 | Iter:   1032/  1064 | global iter:   1032/  1064 | loss: 5.4072 | ds_loss: 5.7850 | lr: 3.2279e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.351
train | epoch   7 | Iter:   1036/  1064 | global iter:   1036/  1064 | loss: 5.5852 | ds_loss: 5.9772 | lr: 2.7060e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   7 | Iter:   1040/  1064 | global iter:   1040/  1064 | loss: 5.2641 | ds_loss: 5.6309 | lr: 2.2536e-07 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   7 | Iter:   1044/  1064 | global iter:   1044/  1064 | loss: 5.1691 | ds_loss: 5.5337 | lr: 1.8707e-07 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   7 | Iter:   1048/  1064 | global iter:   1048/  1064 | loss: 4.9577 | ds_loss: 5.3069 | lr: 1.5573e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.351
train | epoch   7 | Iter:   1052/  1064 | global iter:   1052/  1064 | loss: 5.1206 | ds_loss: 5.4820 | lr: 1.3135e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   7 | Iter:   1056/  1064 | global iter:   1056/  1064 | loss: 5.2683 | ds_loss: 5.6387 | lr: 1.1393e-07 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   7 | Iter:   1060/  1064 | global iter:   1060/  1064 | loss: 5.3446 | ds_loss: 5.7190 | lr: 1.0348e-07 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   7 | Iter:   1064/  1064 | global iter:   1064/  1064 | loss: 5.3096 | ds_loss: 5.6846 | lr: 1.0000e-07 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
dev | avg_loss: 3.568359375 | {'exact_match': 3.2, 'rougeL': 26.7411}
